ID,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony,Price_per_square_meter
274778369,Косметический,Нет информации,2.0,6.0,59.0,55000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0,932.2
268531563,Косметический,Во двор,3.0,12.0,77.0,56000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,727.27
274879559,Евроремонт,Во двор,2.0,16.0,73.0,57000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,780.82
273430634,Евроремонт,Во двор,2.0,14.0,60.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1000.0
274151279,Косметический,Нет информации,2.0,0.0,56.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1071.43
274950457,Евроремонт,Во двор,2.0,7.0,60.0,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,1000.0
274927028,Евроремонт,Нет информации,2.0,15.0,60.0,60000.0,0,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1000.0
274776348,Косметический,Во двор,2.0,4.0,50.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1200.0
270642182,Евроремонт,Нет информации,2.0,2.0,56.0,65000.0,0,Срок аренды - На несколько месяцев,2.0,1.0,1.0,1.0,1.0,1160.71
274357668,Косметический,Нет информации,3.0,8.0,76.0,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0,855.26
274252432,Евроремонт,Нет информации,2.0,20.0,47.0,65000.0,1,Срок аренды - Длительный,3.0,0.0,0.0,1.0,1.0,1382.98
274409413,Евроремонт,Во двор,3.0,6.0,67.0,69000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1029.85
274804959,Косметический,На улицу и двор,3.0,5.0,74.0,70000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,945.95
274590754,Евроремонт,Во двор,3.0,15.0,85.0,70000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,3.0,823.53
268258956,Евроремонт,Во двор,2.0,12.0,65.0,78000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1200.0
273728408,Евроремонт,Нет информации,3.0,15.0,75.0,79000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,1053.33
274455366,Косметический,Нет информации,3.0,17.0,95.0,80000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,2.0,842.11
199636503,Евроремонт,Во двор,2.0,9.0,50.0,80000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0,1600.0
274438928,Евроремонт,На улицу и двор,3.0,9.0,80.0,85000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,1062.5
274044567,Косметический,На улицу и двор,4.0,7.0,100.0,85000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,4.0,850.0
221950006,Дизайнерский,На улицу и двор,3.0,15.0,95.7,95000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0,992.69
274460437,Евроремонт,Во двор,4.0,15.0,105.0,130000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,4.0,1238.1
273401324,Дизайнерский,Во двор,4.0,17.0,105.0,140000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,0.0,3.0,1.0,1333.33
273576623,Дизайнерский,На улицу и двор,3.0,7.0,103.0,150000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,2.0,1.0,1456.31
273629316,Евроремонт,Во двор,6.0,5.0,707.0,580000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,4.0,2.0,820.37
252164875,Косметический,Во двор,2.0,13.0,45.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,777.78
274892009,Косметический,Нет информации,1.0,5.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,875.0
215076160,Евроремонт,Во двор,1.0,10.0,38.9,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,2.0,899.74
274364536,Косметический,Нет информации,1.0,4.0,35.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,1000.0
256015837,Косметический,Во двор,1.0,7.0,35.0,36000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1028.57
274860759,Евроремонт,Нет информации,1.0,15.0,39.0,38000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,974.36
272820375,Косметический,Во двор,2.0,11.0,46.4,38000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,818.97
272899286,Косметический,Во двор,1.0,15.0,38.0,38000.0,1,Срок аренды - Длительный,4.0,0.0,0.0,1.0,1.0,1000.0
274329792,Евроремонт,Во двор,1.0,12.0,38.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1000.0
274878071,Косметический,Во двор,1.0,9.0,38.0,40000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1052.63
274818776,Евроремонт,Во двор,1.0,14.0,44.0,40000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,909.09
274865193,Косметический,Нет информации,1.0,15.0,40.0,40000.0,1,Срок аренды - На несколько месяцев,2.0,0.0,0.0,1.0,1.0,1000.0
273802033,Дизайнерский,Во двор,1.0,16.0,40.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1000.0
274666858,Косметический,Во двор,3.0,15.0,60.0,41000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,683.33
274976950,Косметический,Нет информации,2.0,12.0,56.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,767.86
274333368,Евроремонт,Во двор,1.0,15.0,39.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,1102.56
274415796,Евроремонт,Нет информации,2.0,10.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,833.33
273406037,Косметический,Во двор,2.0,20.0,53.5,45000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,841.12
274858223,Без ремонта,Во двор,3.0,19.0,68.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,661.76
274456021,Евроремонт,Во двор,2.0,15.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,833.33
273823225,Косметический,Во двор,2.0,10.0,45.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1000.0
231660359,Дизайнерский,Во двор,1.0,2.0,42.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,1.0,1071.43
274043534,Евроремонт,Во двор,2.0,10.0,45.6,45000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,986.84
274922890,Косметический,Нет информации,2.0,11.0,52.0,47000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,903.85
274668543,Дизайнерский,На улицу,2.0,10.0,45.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1044.44
165411498,Косметический,Во двор,2.0,3.0,52.0,49000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,942.31
274081921,Евроремонт,Во двор,2.0,19.0,54.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,925.93
274665637,Косметический,Во двор,2.0,18.0,45.0,54500.0,0,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1211.11
274878735,Без ремонта,Нет информации,2.0,15.0,75.0,55000.0,0,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,733.33
272869832,Евроремонт,Во двор,2.0,4.0,54.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1018.52
274665152,Евроремонт,На улицу,3.0,11.0,62.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,887.1
208487081,Евроремонт,Во двор,3.0,3.0,64.0,57000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,890.62
271106160,Евроремонт,Во двор,2.0,15.0,60.0,57000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,950.0
200367390,Евроремонт,Во двор,2.0,23.0,54.0,58000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1074.07
270960062,Евроремонт,Во двор,2.0,15.0,63.0,58000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,920.63
274312158,Косметический,Во двор,2.0,11.0,60.0,58999.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,983.32
242790512,Косметический,Во двор,3.0,9.0,63.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,952.38
274591433,Евроремонт,Во двор,2.0,13.0,46.8,60000.0,0,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1282.05
274167098,Евроремонт,Во двор,2.0,5.0,60.0,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,1000.0
211839905,Евроремонт,Во двор,2.0,3.0,57.0,60000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1052.63
274717068,Евроремонт,Нет информации,3.0,2.0,76.7,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,3.0,2.0,782.27
274633188,Косметический,Нет информации,3.0,15.0,775.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,77.42
271059762,Евроремонт,На улицу и двор,2.0,3.0,75.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,800.0
156543211,Евроремонт,Во двор,2.0,15.0,65.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1000.0
274617819,Евроремонт,На улицу,2.0,5.0,58.0,65000.0,1,Срок аренды - Длительный,3.0,0.0,0.0,1.0,1.0,1120.69
274995969,Евроремонт,На улицу,2.0,1.0,52.0,65000.0,0,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1250.0
256313430,Дизайнерский,На улицу,3.0,12.0,85.0,75000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,3.0,882.35
275001125,Дизайнерский,Во двор,2.0,18.0,60.0,75000.0,1,Срок аренды - Длительный,4.0,0.0,0.0,1.0,1.0,1250.0
273192077,Евроремонт,Во двор,3.0,5.0,73.0,76000.0,0,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1041.1
274593759,Евроремонт,На улицу и двор,3.0,16.0,59.0,79000.0,0,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1338.98
232951806,Евроремонт,Во двор,2.0,19.0,60.5,80000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1322.31
274689037,Евроремонт,Нет информации,3.0,19.0,80.0,95000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0,1187.5
261587133,Дизайнерский,На улицу и двор,3.0,15.0,102.3,95000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0,928.64
182541251,Евроремонт,Во двор,3.0,18.0,100.0,95000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0,950.0
273786281,Дизайнерский,На улицу,3.0,17.0,87.5,95000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,2.0,2.0,1085.71
274394223,Евроремонт,Нет информации,3.0,5.0,100.0,110000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,2.0,1.0,1100.0
268088339,Евроремонт,Нет информации,4.0,12.0,120.0,120000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,2.0,1000.0
270269688,Евроремонт,Во двор,3.0,6.0,125.0,140000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,2.0,1.0,1120.0
196882651,Евроремонт,Во двор,4.0,15.0,157.0,150000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,4.0,955.41
272657874,Дизайнерский,На улицу,4.0,6.0,170.0,150000.0,1,Срок аренды - Длительный,4.0,0.0,0.0,3.0,1.0,882.35
273965739,Евроремонт,На улицу и двор,2.0,15.0,60.3,60000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,2.0,995.02
273013029,Евроремонт,Во двор,2.0,19.0,60.5,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,991.74
191371080,Косметический,Нет информации,2.0,7.0,44.0,50000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1136.36
274064820,Косметический,Нет информации,1.0,15.0,33.0,37000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1121.21
273809552,Косметический,На улицу и двор,1.0,15.0,34.4,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1104.65
268349771,Евроремонт,Во двор,1.0,5.0,16.0,40000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,2500.0
261587243,Косметический,Во двор,2.0,17.0,56.0,41000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,732.14
251423582,Евроремонт,Нет информации,1.0,9.0,33.0,42000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1272.73
262226512,Косметический,Нет информации,2.0,4.0,50.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,900.0
267665752,Евроремонт,Нет информации,2.0,5.0,53.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,849.06
247926392,Косметический,Во двор,1.0,12.0,32.6,48000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1472.39
274891220,Косметический,Во двор,2.0,10.0,50.2,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,996.02
267918209,Евроремонт,Во двор,2.0,17.0,54.0,52000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,962.96
272696255,Косметический,Во двор,2.0,19.0,45.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,1222.22
272589386,Евроремонт,Во двор,2.0,10.0,45.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1222.22
238895640,Без ремонта,Нет информации,2.0,5.0,59.1,55000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0,930.63
274310367,Евроремонт,Нет информации,1.0,15.0,53.0,57000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0,1075.47
274949154,Косметический,На улицу и двор,2.0,2.0,54.0,58000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1074.07
258941369,Косметический,Во двор,3.0,17.0,58.5,60000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0,1025.64
215564460,Косметический,Во двор,3.0,9.0,65.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,923.08
223912194,Дизайнерский,Во двор,2.0,16.0,52.0,62000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1192.31
273717266,Косметический,Нет информации,3.0,17.0,80.0,70000.0,1,Срок аренды - Длительный,4.0,0.0,0.0,2.0,3.0,875.0
274334753,Дизайнерский,На улицу и двор,3.0,13.0,80.0,85000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1062.5
272800120,Евроремонт,Нет информации,2.0,18.0,80.0,95000.0,1,Срок аренды - Длительный,5.0,1.0,0.0,1.0,2.0,1187.5
274844466,Косметический,Во двор,1.0,9.0,25.0,23000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,920.0
223541535,Евроремонт,Во двор,1.0,9.0,22.0,23000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1045.45
262969971,Евроремонт,Во двор,1.0,9.0,42.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,714.29
274720685,Евроремонт,Нет информации,1.0,9.0,38.0,30000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0,789.47
274808223,Косметический,Во двор,2.0,9.0,56.0,38000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,2.0,1.0,678.57
265958759,Без ремонта,Во двор,1.0,40.0,36.0,18000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,500.0
273321303,Косметический,Во двор,1.0,9.0,19.7,22000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1116.75
273472787,Дизайнерский,Нет информации,1.0,9.0,40.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,850.0
274510299,Косметический,Во двор,1.0,30.0,38.0,20000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,526.32
226269201,Косметический,Во двор,1.0,9.0,38.0,22000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,578.95
272856715,Косметический,Во двор,1.0,30.0,40.0,22000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,550.0
273239911,Косметический,Во двор,1.0,9.0,35.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,657.14
273032072,Косметический,Во двор,1.0,9.0,40.0,23100.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,577.5
219122135,Косметический,Во двор,1.0,9.0,27.0,23000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,851.85
274619381,Евроремонт,Нет информации,1.0,9.0,20.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1150.0
274891947,Косметический,Во двор,1.0,9.0,23.0,23750.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1032.61
265301659,Косметический,Во двор,2.0,9.0,41.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,585.37
274883002,Евроремонт,Нет информации,1.0,25.0,38.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,631.58
274985723,Евроремонт,Во двор,1.0,9.0,39.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,641.03
274842054,Евроремонт,Во двор,1.0,30.0,38.0,25000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,657.89
207950212,Косметический,Во двор,1.0,30.0,30.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,833.33
273668492,Косметический,На улицу,1.0,9.0,38.0,25000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,657.89
273074841,Косметический,Во двор,1.0,9.0,39.0,25000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,641.03
274473663,Евроремонт,Во двор,1.0,30.0,23.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1130.43
274585571,Косметический,Нет информации,1.0,9.0,38.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,684.21
274957004,Евроремонт,Во двор,1.0,40.0,33.6,26500.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,788.69
274767922,Евроремонт,Во двор,1.0,30.0,22.3,27000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,0.0,1.0,1.0,1210.76
274860139,Евроремонт,Во двор,1.0,9.0,40.0,27000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,675.0
274921049,Косметический,Во двор,1.0,9.0,41.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,731.71
273622667,Косметический,На улицу,1.0,9.0,39.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,769.23
274644956,Евроремонт,Во двор,1.0,9.0,30.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1000.0
274290880,Евроремонт,Нет информации,1.0,9.0,41.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,731.71
274815841,Евроремонт,На улицу,1.0,60.0,33.3,31600.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,948.95
274980477,Евроремонт,Во двор,1.0,30.0,40.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,825.0
274655409,Евроремонт,Во двор,2.0,30.0,50.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,700.0
269580993,Косметический,Нет информации,1.0,9.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,875.0
272208112,Евроремонт,Во двор,2.0,30.0,40.0,37000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,925.0
267564565,Косметический,На улицу и двор,2.0,30.0,60.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,633.33
274807604,Евроремонт,На улицу и двор,2.0,35.0,58.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,689.66
274984447,Без ремонта,Нет информации,2.0,9.0,50.2,42000.0,0,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,836.65
274668450,Косметический,На улицу и двор,2.0,30.0,70.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0,614.29
272475268,Евроремонт,Во двор,2.0,30.0,70.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,714.29
273641891,Дизайнерский,Во двор,3.0,30.0,73.5,50000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,680.27
272030638,Косметический,Нет информации,3.0,15.0,73.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,684.93
273793687,Косметический,На улицу и двор,3.0,30.0,87.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,3.0,574.71
274145487,Косметический,Во двор,1.0,9.0,38.4,21000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,546.88
274714383,Косметический,Нет информации,1.0,9.0,38.9,22000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,565.55
253171081,Косметический,Нет информации,1.0,9.0,39.0,22000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,564.1
262585663,Косметический,Нет информации,1.0,9.0,39.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,589.74
270181489,Косметический,Во двор,1.0,30.0,39.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,589.74
274881381,Без ремонта,Нет информации,1.0,9.0,41.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,560.98
192338082,Косметический,На улицу,1.0,9.0,37.0,23000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,621.62
254286519,Косметический,Во двор,1.0,9.0,40.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,600.0
274003361,Косметический,На улицу,1.0,9.0,39.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,615.38
274930927,Косметический,Во двор,1.0,9.0,38.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,631.58
274741768,Косметический,На улицу,1.0,9.0,38.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,657.89
242781748,Евроремонт,Во двор,1.0,15.0,25.0,25000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1000.0
267593097,Евроремонт,Во двор,1.0,9.0,22.0,25000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1136.36
274789568,Косметический,Во двор,1.0,9.0,40.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,625.0
274077794,Косметический,Во двор,1.0,9.0,43.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,604.65
274570557,Косметический,Во двор,1.0,9.0,42.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,619.05
265319303,Косметический,Во двор,1.0,9.0,40.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,650.0
273082162,Косметический,Нет информации,1.0,9.0,40.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,675.0
273853165,Косметический,Во двор,2.0,9.0,45.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,600.0
273853015,Косметический,Во двор,2.0,9.0,45.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,600.0
271497236,Евроремонт,Во двор,1.0,9.0,42.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,714.29
274965916,Евроремонт,Во двор,1.0,9.0,40.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,750.0
273991939,Косметический,Во двор,2.0,9.0,52.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,576.92
274572643,Косметический,Нет информации,2.0,9.0,60.0,30000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0,500.0
274599882,Евроремонт,Во двор,1.0,9.0,40.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,750.0
274990109,Косметический,На улицу и двор,2.0,9.0,54.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,555.56
274064472,Косметический,Во двор,2.0,9.0,52.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,576.92
264957778,Косметический,Нет информации,1.0,9.0,38.0,30000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,789.47
274225570,Евроремонт,На улицу,1.0,9.0,38.0,32000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,842.11
274988443,Косметический,Нет информации,2.0,9.0,52.6,32000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,608.37
271680200,Косметический,Во двор,2.0,9.0,50.0,34000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0,680.0
271430502,Дизайнерский,Во двор,1.0,9.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,875.0
224635542,Косметический,Во двор,2.0,9.0,52.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,673.08
266063508,Косметический,На улицу и двор,2.0,30.0,62.0,36000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,580.65
273636380,Дизайнерский,Во двор,2.0,30.0,53.0,36000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,679.25
264493397,Евроремонт,На улицу и двор,2.0,9.0,55.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,818.18
274851327,Евроремонт,На улицу и двор,3.0,9.0,78.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0,576.92
268382347,Косметический,Во двор,3.0,9.0,75.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,600.0
274034475,Евроремонт,Во двор,2.0,9.0,51.0,50000.0,1,Срок аренды - Длительный,3.0,0.0,0.0,1.0,1.0,980.39
274591302,Косметический,Нет информации,3.0,9.0,89.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,3.0,561.8
273046345,Евроремонт,Во двор,3.0,9.0,75.0,56000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,746.67
