ID,Parking,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony
255920436,,Евроремонт,,1,3.0,38.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
272526315,,Евроремонт,Во двор,1,16.0,40.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,
273103210,открытая,Косметический,,2,,50.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,2.0
273487547,,Косметический,,2,2.0,54.0,43000.0,0,,2.0,1.0,1.0,,
273516296,,Косметический,Во двор,2,2.0,54.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
200005540,,Евроремонт,Во двор,1,5.0,37.0,43000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274726896,наземная,Евроремонт,На улицу,1,2.0,39.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274849740,,Косметический,,2,7.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274552366,наземная,Евроремонт,Во двор,1,12.0,43.3,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
275001215,,Евроремонт,Во двор,2,8.0,44.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
273626053,,Евроремонт,Во двор,2,11.0,50.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273695097,,Евроремонт,Во двор,2,12.0,60.5,49000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
274023730,,Евроремонт,Во двор,1,6.0,36.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274331828,,Косметический,,3,15.0,63.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274755814,,Косметический,Во двор,3,9.0,50.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274792277,,Косметический,Во двор,2,11.0,60.0,52000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
271587764,,Евроремонт,Во двор,2,10.0,58.0,53000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274264089,,Евроремонт,Во двор,1,3.0,56.0,55000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273487466,подземная,,,2,12.0,52.0,58000.0,1,Срок аренды - Длительный,,,,1.0,
273332136,,Косметический,,3,14.0,103.0,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,4.0
270580319,,Косметический,,4,10.0,103.0,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,4.0
271000721,наземная,Евроремонт,Во двор,2,3.0,75.1,68000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
268740647,,,Во двор,3,10.0,78.0,80000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274595818,,,Во двор,2,15.0,70.0,100000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
268412104,,,На улицу и двор,3,8.0,143.0,120000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,2.0,4.0
274836023,,Косметический,Во двор,1,11.0,38.0,35000.0,1,Срок аренды - Длительный,2.0,,,,
252218420,,Косметический,Во двор,1,15.0,31.0,25000.0,1,,,1.0,1.0,1.0,
274771137,,Косметический,Во двор,1,16.0,30.0,28000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
273311766,,Косметический,Во двор,1,1.0,30.0,30000.0,1,Срок аренды - Длительный,2.0,,,1.0,
274490365,,Косметический,Во двор,1,11.0,36.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274205194,наземная,Косметический,Во двор,1,10.0,35.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273493783,,Косметический,Во двор,1,9.0,39.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274890816,наземная,Косметический,Во двор,2,10.0,43.0,30000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
239885906,наземная,Косметический,Во двор,1,9.0,40.0,32000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273791764,,Дизайнерский,Во двор,1,14.0,35.0,33000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274999593,,Косметический,,1,8.0,39.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,1.0
272383499,,Косметический,,1,5.0,33.0,35000.0,0,,,1.0,1.0,1.0,
274136587,,Косметический,Во двор,2,3.0,45.5,35000.0,1,Срок аренды - Длительный,,,,,1.0
274025105,,Косметический,Во двор,2,17.0,43.0,37000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274634900,,Косметический,,2,7.0,54.0,38000.0,0,,2.0,1.0,1.0,,1.0
222787050,наземная,Косметический,Во двор,1,6.0,40.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274937353,наземная,Косметический,Во двор,2,8.0,42.0,40000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274731613,,Косметический,,1,1.0,37.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,
274105775,,Косметический,Во двор,1,7.0,35.0,42000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
273348403,открытая,Косметический,Во двор,2,4.0,53.0,44000.0,0,Срок аренды - Длительный,,1.0,0.0,1.0,
274159006,открытая,Дизайнерский,,2,8.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273212149,наземная,Косметический,Во двор,1,11.0,36.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
263106501,наземная,Евроремонт,На улицу и двор,2,2.0,50.0,46000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
268749108,,Евроремонт,На улицу и двор,1,12.0,39.4,46000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
272325386,,Евроремонт,Во двор,1,8.0,39.0,47000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273860316,открытая,Косметический,Во двор,1,16.0,32.6,48000.0,0,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
272264833,,Евроремонт,,1,12.0,43.0,50000.0,0,,2.0,1.0,0.0,,1.0
274955442,,Косметический,Во двор,3,14.0,55.0,50000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274182051,,Косметический,Во двор,2,8.0,57.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
268536851,,Косметический,,2,7.0,53.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
273678774,,Евроремонт,,2,13.0,53.4,55000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273196203,наземная,Евроремонт,Во двор,2,9.0,61.0,55000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,2.0
271449361,,Косметический,,3,1.0,72.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
259981010,,Евроремонт,На улицу и двор,3,5.0,76.0,65000.0,1,Срок аренды - Длительный,3.0,,,1.0,
263104234,наземная,Дизайнерский,Во двор,1,3.0,53.0,73000.0,1,Срок аренды - Длительный,6.0,,,1.0,1.0
262408112,,Косметический,На улицу и двор,1,5.0,30.9,30000.0,1,Срок аренды - Длительный,,,,1.0,
272583771,,Косметический,Во двор,1,3.0,35.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274622009,,Косметический,Во двор,1,4.0,32.0,34000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
223895153,,Косметический,На улицу,1,9.0,33.0,35000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,1.0,
249602116,,Косметический,На улицу и двор,1,13.0,32.0,35000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274890176,,Косметический,Во двор,1,2.0,32.0,37000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274357561,,Косметический,Во двор,2,12.0,38.5,37000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,
198392004,,Евроремонт,,1,4.0,38.0,40000.0,1,Срок аренды - Длительный,2.0,,,,
270750228,,Косметический,На улицу и двор,2,12.0,51.0,42000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
274593684,наземная,Косметический,На улицу,1,3.0,40.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274874014,,Евроремонт,На улицу,2,8.0,47.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274433872,,Косметический,Во двор,1,17.0,51.0,49000.0,1,,,1.0,0.0,1.0,1.0
265068954,,Косметический,Во двор,2,9.0,54.0,50000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
270710718,,Косметический,Во двор,3,5.0,75.0,58000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273476229,,Евроремонт,,2,7.0,62.0,60000.0,1,Срок аренды - Длительный,,1.0,0.0,,2.0
273474834,,Евроремонт,Во двор,3,10.0,74.1,80000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,
262917830,наземная,Евроремонт,На улицу и двор,3,3.0,135.0,120000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,3.0
274944133,наземная,Без ремонта,Во двор,1,10.0,38.0,35000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,1.0,1.0,1.0
249569976,,Косметический,На улицу,1,2.0,40.0,38000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274931459,,Евроремонт,,2,2.0,41.0,45000.0,1,Срок аренды - Длительный,,,,1.0,1.0
249788469,,Косметический,Во двор,3,9.0,74.0,65000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,1.0
268071121,,Косметический,На улицу и двор,1,15.0,32.7,30000.0,0,,1.0,1.0,0.0,1.0,
260548454,,Евроремонт,Во двор,,5.0,30.0,39000.0,1,Срок аренды - На несколько месяцев,3.0,,,1.0,
274473063,наземная,Евроремонт,Во двор,1,7.0,37.0,39000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
265593914,,Косметический,,2,9.0,44.0,40000.0,1,,,1.0,1.0,,1.0
260186648,наземная,Косметический,,1,18.0,42.3,41000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
274454431,,Евроремонт,,1,18.0,45.0,44000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
274937648,,Евроремонт,,1,10.0,40.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
268919090,,Дизайнерский,На улицу и двор,2,6.0,45.0,70000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
269641692,,Косметический,Во двор,1,9.0,39.0,34000.0,0,,,1.0,0.0,1.0,1.0
274886928,наземная,Евроремонт,Во двор,2,12.0,52.4,59000.0,1,,,1.0,1.0,1.0,
274878667,,,Во двор,2,4.0,47.0,40000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
271974152,,,Во двор,2,12.0,68.0,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,2.0
274701720,,Дизайнерский,Во двор,2,15.0,68.0,65000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
274260504,подземная,,,3,8.0,60.0,70000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,
273924036,подземная,Косметический,,3,10.0,60.0,70000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,,
274788077,,Евроремонт,На улицу и двор,1,,38.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273569149,,Косметический,,1,5.0,35.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274310821,,Косметический,На улицу и двор,2,,64.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274669438,подземная,,Во двор,1,3.0,37.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,
267345961,наземная,Косметический,,2,4.0,60.0,45000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
271773715,,Дизайнерский,,2,13.0,55.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274685645,подземная,,,2,8.0,66.0,55000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,2.0,
274693199,,,На улицу,2,15.0,64.0,55000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
271149769,,Косметический,Во двор,4,7.0,63.5,55000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
231634075,наземная,Дизайнерский,Во двор,3,12.0,65.2,63000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0
272483921,подземная,,,2,9.0,68.0,65000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,
272431619,подземная,Евроремонт,Во двор,3,12.0,75.0,65000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
268771285,наземная,,На улицу и двор,3,17.0,84.0,73000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,2.0
274110989,подземная,,,3,7.0,78.0,75000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,
272851606,наземная,,На улицу и двор,3,4.0,139.0,95000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,2.0
274656122,наземная,Косметический,Во двор,1,,31.0,28000.0,0,,,,,1.0,
254235674,наземная,Косметический,Во двор,1,8.0,32.0,28000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274518445,,Косметический,Во двор,1,10.0,38.0,29000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272951153,открытая,Косметический,Во двор,1,15.0,31.0,30000.0,1,Срок аренды - Длительный,,,,1.0,1.0
238600692,наземная,Косметический,Во двор,1,13.0,33.0,30000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274864559,,Косметический,Во двор,1,7.0,35.0,30000.0,1,Срок аренды - Длительный,1.0,,,1.0,
267956306,открытая,Косметический,,1,18.0,30.0,32000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274867018,,Косметический,Во двор,1,7.0,37.0,32000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274306563,,Косметический,,1,10.0,38.0,33000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,,1.0
273816285,,Косметический,,2,7.0,45.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274938979,открытая,Косметический,Во двор,1,15.0,42.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
274896135,,Косметический,,2,3.0,45.0,35000.0,0,,1.0,1.0,0.0,,1.0
271221229,наземная,Косметический,Во двор,1,7.0,34.2,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
259608224,,Косметический,Во двор,1,15.0,50.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274804999,наземная,Косметический,Во двор,2,15.0,47.0,35000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
273518309,,Косметический,Во двор,2,10.0,40.0,35000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
240115066,наземная,Косметический,Во двор,2,11.0,45.0,36000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
273527117,,Косметический,Во двор,1,8.0,27.0,36000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274945619,наземная,Евроремонт,Во двор,1,7.0,36.0,37000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274306568,открытая,Евроремонт,Во двор,1,10.0,36.0,37000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274053169,наземная,Евроремонт,Во двор,1,3.0,33.0,37000.0,1,Срок аренды - Длительный,,,,1.0,
274040568,,Евроремонт,,1,10.0,42.0,38000.0,0,,2.0,1.0,0.0,,1.0
270096153,,Косметический,Во двор,1,,43.0,38000.0,0,,1.0,1.0,0.0,1.0,1.0
274846582,наземная,Косметический,Во двор,2,9.0,45.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
275001773,наземная,Евроремонт,Во двор,1,24.0,42.0,38000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
269543242,,Евроремонт,,1,10.0,38.0,40000.0,0,,2.0,1.0,0.0,,1.0
274014899,,,,1,14.0,40.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274307832,,,Во двор,1,10.0,30.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
273911004,подземная,,,1,10.0,26.0,40000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,
274356910,,,Во двор,2,6.0,42.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274620885,,Евроремонт,Во двор,3,10.0,59.7,40000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
273279137,,Евроремонт,Во двор,2,12.0,43.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
204013208,,Косметический,Во двор,2,5.0,40.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,
274355961,наземная,Евроремонт,На улицу,2,12.0,59.5,40000.0,1,Срок аренды - Длительный,2.0,,,2.0,1.0
274305210,наземная,Косметический,На улицу,2,10.0,58.0,40000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
254877115,,Косметический,На улицу и двор,2,14.0,40.0,40000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
267059050,,Евроремонт,Во двор,,7.0,30.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,
267692938,наземная,Евроремонт,На улицу,,10.0,27.0,40000.0,1,Срок аренды - Длительный,4.0,,,1.0,
274886937,,Евроремонт,Во двор,2,3.0,39.0,43000.0,1,,2.0,1.0,1.0,1.0,1.0
274377503,наземная,Евроремонт,Во двор,1,3.0,42.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274898016,наземная,Евроремонт,Во двор,2,9.0,47.7,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
270633166,открытая,Косметический,Во двор,2,17.0,54.4,45000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274303597,,,,2,4.0,45.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274179100,,Косметический,Во двор,2,21.0,60.0,45000.0,1,,3.0,1.0,0.0,1.0,1.0
183794986,,Косметический,Во двор,2,3.0,50.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
272842235,,Косметический,Во двор,2,5.0,45.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
273975577,,Косметический,На улицу и двор,2,12.0,58.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,,1.0
250913956,,Косметический,Во двор,2,0.0,44.0,45000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274402336,наземная,Евроремонт,Во двор,1,3.0,40.0,45000.0,1,,4.0,,,1.0,
274099392,,Евроремонт,На улицу,1,12.0,40.0,46000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274929901,,Косметический,Во двор,1,6.0,40.0,47000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273913605,открытая,Евроремонт,,2,,62.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274445705,,Евроремонт,,2,12.0,60.0,50000.0,0,,2.0,1.0,0.0,,1.0
274310656,наземная,Косметический,Во двор,2,15.0,54.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274736010,наземная,Евроремонт,Во двор,2,7.0,75.0,50000.0,1,,3.0,1.0,0.0,2.0,2.0
274735855,наземная,Евроремонт,Во двор,3,7.0,75.0,50000.0,1,,3.0,1.0,0.0,2.0,2.0
273365627,,Косметический,Во двор,3,10.0,56.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274135834,,,На улицу,3,11.0,58.0,51000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
272117415,,Косметический,Во двор,2,9.0,48.0,51000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,2.0
274407965,,Евроремонт,,2,10.0,66.1,55000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,,
274498497,подземная,,,1,4.0,29.0,55000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274463206,подземная,,Во двор,1,5.0,39.0,55000.0,1,Срок аренды - Длительный,,,,1.0,1.0
272640210,подземная,,,2,8.0,51.0,55000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
273908759,наземная,Косметический,,2,14.0,62.0,55000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
252261352,,Евроремонт,Во двор,3,9.0,80.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0
274886913,наземная,Косметический,Во двор,2,5.0,65.3,57700.0,1,,4.0,1.0,0.0,2.0,
273280380,подземная,Евроремонт,Во двор,2,10.0,60.0,58000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,
274668625,подземная,,,2,8.0,67.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
273104089,подземная,,,2,13.0,64.0,60000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274613076,,Евроремонт,Во двор,3,13.0,54.0,60000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272583808,подземная,,,1,3.0,45.0,65000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274700142,,Косметический,На улицу,2,10.0,68.0,65000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,
274248243,открытая,Евроремонт,Во двор,2,15.0,59.0,65000.0,0,,2.0,1.0,0.0,1.0,1.0
274826987,наземная,Евроремонт,Во двор,2,16.0,65.0,65000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
263093276,,Косметический,,2,6.0,49.8,70000.0,1,Срок аренды - Длительный,,1.0,0.0,,
268409237,наземная,Евроремонт,На улицу и двор,3,16.0,92.0,73000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,2.0
273426934,,,,3,17.0,84.0,75000.0,0,,,1.0,0.0,,
273860556,наземная,Дизайнерский,На улицу и двор,3,15.0,85.0,75000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,
274848019,,Евроремонт,Во двор,2,6.0,54.0,80000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
272547640,,Евроремонт,,1,10.0,38.1,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,
274875468,,Косметический,Во двор,2,10.0,46.0,35000.0,1,,1.0,1.0,0.0,1.0,1.0
246914289,наземная,Косметический,Во двор,1,15.0,38.0,24000.0,1,,2.0,1.0,1.0,1.0,
275004177,,Косметический,,1,5.0,33.0,26000.0,0,,1.0,1.0,1.0,,1.0
274778302,,Косметический,На улицу,1,13.0,32.0,27000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274967712,,Косметический,,1,10.0,34.0,28000.0,1,Срок аренды - Длительный,,,,1.0,
273222020,,Косметический,Во двор,1,16.0,42.0,28000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
258596929,,Косметический,Во двор,1,5.0,32.5,30000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274160707,,Косметический,Во двор,1,7.0,36.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274875490,наземная,Косметический,Во двор,1,7.0,35.0,30000.0,1,Срок аренды - Длительный,2.0,,,1.0,
274390377,,Косметический,Во двор,1,15.0,38.0,32000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273605187,,Косметический,Во двор,2,4.0,45.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
262036789,,Косметический,Во двор,1,7.0,32.0,33000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
273538683,,Евроремонт,,1,12.0,40.0,34000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
226633373,,Косметический,Во двор,1,16.0,42.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274825072,,Косметический,На улицу и двор,2,16.0,55.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,1.0
267353328,,Косметический,Во двор,1,2.0,39.0,35000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
185998725,,Евроремонт,Во двор,1,10.0,35.0,36000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
268482570,,Косметический,Во двор,2,3.0,64.0,37000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
269728103,,Косметический,Во двор,1,19.0,41.0,37000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
261372742,,Евроремонт,Во двор,2,4.0,41.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274295313,,Косметический,Во двор,2,5.0,45.0,38000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274154205,наземная,Косметический,Во двор,1,12.0,43.0,40000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,2.0,1.0
273335958,наземная,Косметический,Во двор,2,12.0,54.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273626101,,Евроремонт,,1,3.0,33.0,40000.0,1,Срок аренды - Длительный,1.0,,,1.0,
266994021,наземная,Косметический,На улицу,2,17.0,38.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
264777116,наземная,Евроремонт,Во двор,1,9.0,34.2,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
266164556,,Евроремонт,,1,18.0,44.0,40000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274236726,,Косметический,Во двор,2,3.0,38.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274827813,наземная,Косметический,Во двор,1,11.0,37.0,42000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,
274213420,открытая,Косметический,На улицу,1,15.0,36.0,42500.0,0,Срок аренды - Длительный,,,,1.0,1.0
274920275,наземная,Дизайнерский,Во двор,1,5.0,42.0,44000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
273331594,наземная,Евроремонт,,1,8.0,41.0,44000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274484719,,,,2,5.0,65.0,45000.0,0,,,,,,1.0
270986331,подземная,Косметический,На улицу и двор,2,19.0,58.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
226479590,наземная,Евроремонт,Во двор,1,11.0,40.3,45000.0,1,Срок аренды - Длительный,2.0,,,,1.0
273859966,,Евроремонт,Во двор,2,5.0,46.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274891692,,Евроремонт,Во двор,2,10.0,45.2,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272116157,,Евроремонт,,1,6.0,30.0,45000.0,1,Срок аренды - Длительный,,,,1.0,
274818974,наземная,Косметический,На улицу,2,12.0,53.8,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
224340520,наземная,Евроремонт,На улицу,1,3.0,40.0,45000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
274066696,подземная,Евроремонт,Во двор,1,10.0,43.8,46000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,
