ID,Parking,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony
267665752,,Евроремонт,,2,5.0,53.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,1.0
247926392,,Косметический,Во двор,1,12.0,32.6,48000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274891220,,Косметический,Во двор,2,10.0,50.2,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
267918209,наземная,Евроремонт,Во двор,2,17.0,54.0,52000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
272696255,наземная,Косметический,Во двор,2,19.0,45.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,,
272589386,наземная,Евроремонт,Во двор,2,10.0,45.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
238895640,,Без ремонта,,2,5.0,59.1,55000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,,1.0
274310367,,Евроремонт,,1,15.0,53.0,57000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,,
274949154,наземная,Косметический,На улицу и двор,2,2.0,54.0,58000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
258941369,,Косметический,Во двор,3,17.0,58.5,60000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0
215564460,,Косметический,Во двор,3,9.0,65.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0
223912194,,Дизайнерский,Во двор,2,16.0,52.0,62000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273717266,,Косметический,,3,17.0,80.0,70000.0,1,Срок аренды - Длительный,4.0,,,,
274334753,,Дизайнерский,На улицу и двор,3,13.0,80.0,85000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
272800120,подземная,Евроремонт,,2,18.0,80.0,95000.0,1,Срок аренды - Длительный,5.0,1.0,0.0,1.0,2.0
274844466,наземная,Косметический,Во двор,1,,25.0,23000.0,1,Срок аренды - Длительный,2.0,,,1.0,
223541535,наземная,Евроремонт,Во двор,1,,22.0,23000.0,1,Срок аренды - Длительный,2.0,,,1.0,
262969971,наземная,Евроремонт,Во двор,1,,42.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274720685,,Евроремонт,,1,,38.0,30000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,,
274808223,,Косметический,Во двор,2,,56.0,38000.0,1,Срок аренды - Длительный,2.0,,,2.0,
265958759,,Без ремонта,Во двор,1,40.0,36.0,18000.0,1,,,1.0,1.0,1.0,
273321303,,Косметический,Во двор,,,19.7,22000.0,1,Срок аренды - Длительный,2.0,,,1.0,
273472787,,Дизайнерский,,1,,40.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274510299,,Косметический,Во двор,1,30.0,38.0,20000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
226269201,,Косметический,Во двор,1,,38.0,22000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
272856715,,Косметический,Во двор,1,30.0,40.0,22000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273239911,,Косметический,Во двор,1,,35.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273032072,,Косметический,Во двор,1,,40.0,23100.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
219122135,наземная,Косметический,Во двор,,,27.0,23000.0,1,Срок аренды - Длительный,,,,1.0,
274619381,,Евроремонт,,,,20.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
274891947,наземная,Косметический,Во двор,,,23.0,23750.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
265301659,наземная,Косметический,Во двор,2,,41.0,24000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274883002,наземная,Евроремонт,,1,25.0,38.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
274985723,наземная,Евроремонт,Во двор,1,,39.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274842054,наземная,Евроремонт,Во двор,1,30.0,38.0,25000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
207950212,,Косметический,Во двор,1,30.0,30.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
273668492,наземная,Косметический,На улицу,1,,38.0,25000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273074841,,Косметический,Во двор,1,,39.0,25000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274473663,наземная,Евроремонт,Во двор,1,30.0,23.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274585571,,Косметический,,1,,38.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274957004,,Евроремонт,Во двор,1,40.0,33.6,26500.0,1,,2.0,1.0,1.0,1.0,1.0
274767922,,Евроремонт,Во двор,1,30.0,22.3,27000.0,1,,2.0,1.0,0.0,1.0,
274860139,,Евроремонт,Во двор,1,,40.0,27000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274921049,,Косметический,Во двор,1,,41.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
273622667,,Косметический,На улицу,1,,39.0,30000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274644956,,Евроремонт,Во двор,,,30.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274290880,наземная,Евроремонт,,1,,41.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274815841,наземная,Евроремонт,На улицу,1,60.0,33.3,31600.0,1,,2.0,,,1.0,1.0
274980477,наземная,Евроремонт,Во двор,1,30.0,40.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274655409,наземная,Евроремонт,Во двор,2,30.0,50.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
269580993,,Косметический,,1,,40.0,35000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
272208112,наземная,Евроремонт,Во двор,2,30.0,40.0,37000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
267564565,наземная,Косметический,На улицу и двор,2,30.0,60.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274807604,,Евроремонт,На улицу и двор,2,35.0,58.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274984447,,,,2,,50.2,42000.0,0,,,1.0,0.0,1.0,
274668450,,Косметический,На улицу и двор,2,30.0,70.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0
272475268,наземная,Евроремонт,Во двор,2,30.0,70.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
273641891,открытая,Дизайнерский,Во двор,3,30.0,73.5,50000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
272030638,,Косметический,,3,15.0,73.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273793687,наземная,Косметический,На улицу и двор,3,30.0,87.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,
274145487,,Косметический,Во двор,1,,38.4,21000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274714383,,Косметический,,1,,38.9,22000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
253171081,,Косметический,,1,,39.0,22000.0,1,Срок аренды - Длительный,2.0,,,1.0,
262585663,,Косметический,,1,,39.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
270181489,наземная,Косметический,Во двор,1,30.0,39.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274881381,,Без ремонта,,1,,41.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0
192338082,,Косметический,На улицу,1,,37.0,23000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
254286519,наземная,Косметический,Во двор,1,,40.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
274003361,наземная,Косметический,На улицу,1,,39.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0
274930927,наземная,Косметический,Во двор,1,,38.0,24000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274741768,,Косметический,На улицу,1,,38.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
242781748,наземная,Евроремонт,Во двор,1,15.0,25.0,25000.0,1,Срок аренды - Длительный,,,,1.0,
267593097,,Евроремонт,Во двор,,,22.0,25000.0,1,Срок аренды - Длительный,2.0,,,1.0,
274789568,наземная,Косметический,Во двор,1,,40.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274077794,,Косметический,Во двор,1,,43.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274570557,,Косметический,Во двор,1,,42.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
265319303,наземная,Косметический,Во двор,1,,40.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273082162,,Косметический,,1,,40.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
273853165,,Косметический,Во двор,2,,45.0,27000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
273853015,,Косметический,Во двор,2,,45.0,27000.0,1,Срок аренды - Длительный,,1.0,0.0,,
271497236,,Евроремонт,Во двор,1,,42.0,30000.0,1,Срок аренды - Длительный,,,,1.0,
274965916,,Евроремонт,Во двор,1,,40.0,30000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273991939,,Косметический,Во двор,2,,52.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274572643,,Косметический,,2,,60.0,30000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
274599882,,Евроремонт,Во двор,1,,40.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274990109,,Косметический,На улицу и двор,2,,54.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274064472,наземная,Косметический,Во двор,2,,52.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
264957778,,Косметический,,1,,38.0,30000.0,1,,3.0,1.0,0.0,,
274225570,,Евроремонт,На улицу,1,,38.0,32000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274988443,,Косметический,,2,,52.6,32000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,
271680200,,Косметический,Во двор,2,,50.0,34000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
271430502,наземная,Дизайнерский,Во двор,1,,40.0,35000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
224635542,наземная,Косметический,Во двор,2,,52.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
266063508,,Косметический,На улицу и двор,2,30.0,62.0,36000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
273636380,наземная,Дизайнерский,Во двор,2,30.0,53.0,36000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
264493397,,Евроремонт,На улицу и двор,2,,55.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274851327,наземная,Евроремонт,На улицу и двор,3,,78.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
268382347,,Косметический,Во двор,3,,75.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274034475,подземная,Евроремонт,Во двор,2,,51.0,50000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
274591302,наземная,Косметический,,3,,89.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,
273046345,,Евроремонт,Во двор,3,,75.0,56000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274764661,,Косметический,На улицу и двор,,,24.0,25000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274646322,,Евроремонт,,1,,38.2,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274525682,,Косметический,Во двор,3,,80.0,44000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,
274902120,,Косметический,На улицу,1,,39.7,22000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
190000855,,Косметический,Во двор,1,,39.0,25000.0,1,,2.0,1.0,0.0,1.0,1.0
255223255,наземная,Косметический,Во двор,2,30.0,43.0,28000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274945796,,Косметический,На улицу,2,30.0,45.0,28000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274904234,,Косметический,Во двор,2,40.0,56.0,28000.0,1,Срок аренды - На несколько месяцев,3.0,1.0,1.0,1.0,1.0
274463225,,Косметический,,1,,41.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,
267568984,наземная,Евроремонт,Во двор,1,,41.0,32000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
271483277,,Евроремонт,,1,,27.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
272452323,,Косметический,Во двор,2,,54.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274662683,наземная,Евроремонт,На улицу,1,,38.2,35000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
274903190,,Евроремонт,На улицу и двор,2,,58.0,50000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
272433690,,Евроремонт,На улицу и двор,3,,77.0,50000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
260420717,наземная,Дизайнерский,На улицу и двор,3,40.0,79.0,55000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
274803271,,Косметический,,1,,38.0,20000.0,1,Срок аренды - Длительный,2.0,0.0,1.0,,
274499675,наземная,Косметический,Во двор,1,,38.0,23000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
270466649,,Косметический,,1,,38.9,27000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
268499326,,Косметический,,1,,42.0,28000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,,
274990162,наземная,Косметический,,2,34.0,52.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,1.0
274932457,,Косметический,,3,,86.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,,3.0
274700474,наземная,Евроремонт,На улицу и двор,2,20.0,65.6,52600.0,1,,3.0,1.0,1.0,1.0,1.0
274658536,наземная,Евроремонт,Во двор,2,5.0,40.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274775941,наземная,Евроремонт,,1,5.0,47.0,62000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
272495962,,,Во двор,2,19.0,44.0,41000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274314850,подземная,,Во двор,2,7.0,46.0,75000.0,1,Срок аренды - Длительный,6.0,,,1.0,
274100979,подземная,,На улицу и двор,3,6.0,71.0,90000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,1.0
272150296,,Косметический,,2,,45.0,42000.0,0,,,,,1.0,1.0
271977735,подземная,,На улицу,2,7.0,44.0,60000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,
274946546,,Евроремонт,Во двор,2,5.0,50.0,75000.0,1,Срок аренды - Длительный,4.0,,,1.0,
274302973,,Косметический,На улицу,3,5.0,71.0,90000.0,0,,4.0,1.0,0.0,2.0,1.0
274875441,наземная,Евроремонт,Во двор,,23.0,13.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
270416283,,Косметический,Во двор,2,9.0,45.0,48000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274881403,,Евроремонт,Во двор,3,7.0,50.8,60000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274736266,,Дизайнерский,,2,5.0,45.0,60000.0,1,Срок аренды - Длительный,4.0,,,,
273780072,подземная,Дизайнерский,На улицу и двор,4,7.0,98.0,115000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0
250003743,,Косметический,Во двор,2,8.0,43.0,44000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274039580,наземная,Без ремонта,Во двор,1,22.0,33.0,26000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
266029609,,Косметический,,1,36.0,14.0,30000.0,1,Срок аренды - Длительный,,,,1.0,
274927872,,Косметический,Во двор,2,11.0,45.0,36000.0,1,Срок аренды - На несколько месяцев,,1.0,1.0,1.0,
274846309,подземная,Косметический,,,7.0,27.0,45000.0,1,Срок аренды - Длительный,2.0,0.0,1.0,,
274039303,наземная,Евроремонт,Во двор,2,20.0,50.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274431652,,Евроремонт,Во двор,2,9.0,36.0,47000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274345458,подземная,Евроремонт,Во двор,2,8.0,46.0,55000.0,0,,2.0,1.0,0.0,1.0,1.0
273684905,подземная,Дизайнерский,Во двор,2,5.0,46.0,57000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274157165,подземная,Косметический,На улицу,,5.0,26.0,60000.0,1,Срок аренды - На несколько месяцев,3.0,,,1.0,
274846847,подземная,Дизайнерский,Во двор,,7.0,43.0,65000.0,1,Срок аренды - Длительный,1.0,0.0,1.0,1.0,1.0
271930855,,Евроремонт,На улицу,2,6.0,41.0,65000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
271080479,,Евроремонт,,2,5.0,41.0,69000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
272471713,подземная,Евроремонт,Во двор,2,5.0,50.0,70000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
273897332,,Косметический,На улицу и двор,3,6.0,71.0,90000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,2.0,1.0
273859144,,Евроремонт,Во двор,2,5.0,113.7,100000.0,1,Срок аренды - Длительный,6.0,1.0,0.0,2.0,2.0
271651387,подземная,,На улицу,2,6.0,71.0,80000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0
268737094,подземная,Евроремонт,На улицу и двор,2,,70.0,80000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,2.0,1.0
274985506,,Дизайнерский,На улицу,2,5.0,66.2,84000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274044603,,Косметический,На улицу и двор,2,4.0,45.0,32000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274444111,,Дизайнерский,На улицу,1,7.0,42.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274297907,подземная,Дизайнерский,Во двор,2,6.0,43.0,65000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0
270106957,подземная,Дизайнерский,На улицу и двор,2,6.0,45.0,70000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
272389613,,Евроремонт,Во двор,2,5.0,50.0,70000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274975499,наземная,Косметический,Во двор,1,10.0,31.0,27000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274395608,,Косметический,На улицу и двор,3,,54.0,30000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
273851187,,Косметический,На улицу и двор,1,,35.0,30000.0,1,,,1.0,1.0,,1.0
274867839,наземная,Евроремонт,Во двор,1,5.0,36.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274657082,,,,1,11.0,36.0,42000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
244004430,,Евроремонт,,1,5.0,41.0,57000.0,1,Срок аренды - Длительный,,1.0,0.0,,1.0
273980148,,Евроремонт,,1,6.0,50.0,59000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,3.0,
266050550,подземная,,Во двор,1,7.0,48.0,95000.0,1,Срок аренды - Длительный,4.0,0.0,1.0,1.0,
274259876,,Косметический,,1,,14.0,20000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274785664,,Косметический,Во двор,1,33.0,38.0,25000.0,1,,2.0,1.0,1.0,1.0,
271166699,,Косметический,Во двор,1,13.0,33.0,28000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
235819981,наземная,Косметический,Во двор,1,7.0,35.0,30000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274106940,открытая,Косметический,,1,,38.3,30000.0,0,,2.0,1.0,0.0,1.0,1.0
274667602,,Косметический,Во двор,1,7.0,34.0,30000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
240248220,,Косметический,,1,4.0,38.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274897465,наземная,Косметический,Во двор,1,10.0,34.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273852819,,Косметический,,1,16.0,36.0,30000.0,1,Срок аренды - Длительный,2.0,,,,
274566342,,Косметический,Во двор,2,4.0,40.0,30000.0,1,Срок аренды - Длительный,,1.0,0.0,,
274107245,,,,1,5.0,36.0,32900.0,0,,,1.0,0.0,,
274803141,,,,1,9.0,15.0,34000.0,1,Срок аренды - Длительный,,,,1.0,
272045866,открытая,Косметический,Во двор,1,15.0,32.0,35000.0,1,Срок аренды - Длительный,,,,1.0,
273987026,,,Во двор,1,5.0,23.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
273666004,,Косметический,Во двор,2,9.0,42.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274663580,,Косметический,Во двор,2,26.0,44.0,35000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274187003,,Косметический,,1,16.0,35.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274776123,наземная,Косметический,,1,30.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274734056,наземная,Косметический,Во двор,2,15.0,47.0,35000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274101314,,Косметический,Во двор,1,3.0,38.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273237339,наземная,Евроремонт,,,5.0,31.0,38000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
273776975,,Евроремонт,,2,20.0,56.0,40000.0,0,,2.0,,,,1.0
274614023,,,Во двор,1,8.0,33.0,40000.0,1,Срок аренды - Длительный,,,,1.0,1.0
272974086,открытая,Косметический,Во двор,2,15.0,48.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274518509,,Косметический,Во двор,2,15.0,45.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274836060,наземная,Евроремонт,Во двор,1,2.0,25.0,40000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,,1.0
274089336,,Косметический,,2,5.0,45.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274897735,,Косметический,Во двор,2,15.0,44.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0
268229926,,Дизайнерский,Во двор,1,17.0,33.0,40000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274714938,,Евроремонт,Во двор,2,3.0,55.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
215545795,,Евроремонт,Во двор,2,5.0,55.0,42000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274707780,,Косметический,,2,15.0,40.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274438945,,,Во двор,2,14.0,45.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274665813,,,,2,11.0,41.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
273757556,,,Во двор,2,14.0,40.0,45000.0,1,Срок аренды - Длительный,,,,1.0,1.0
273814373,,,,2,14.0,40.0,45000.0,0,,,1.0,0.0,,
271569340,,Косметический,,1,5.0,58.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,
274409088,наземная,Евроремонт,Во двор,2,10.0,45.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274532104,,,Во двор,3,10.0,56.8,48000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274703765,,Дизайнерский,Во двор,1,5.0,26.0,50000.0,1,Срок аренды - Длительный,,,,,
274740001,,Косметический,Во двор,2,12.0,50.0,50000.0,1,Срок аренды - Длительный,2.0,,,1.0,2.0
273874259,,Косметический,Во двор,2,9.0,48.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
241545961,,Дизайнерский,Во двор,2,12.0,45.0,50000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274749892,,,,2,8.0,56.0,51300.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
273581717,,,,3,9.0,56.0,55000.0,0,,,1.0,0.0,,
274598051,подземная,Косметический,Во двор,1,7.0,37.6,55000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,0.0,1.0,
274980705,подземная,,,1,7.0,36.0,55000.0,1,Срок аренды - Длительный,5.0,1.0,0.0,1.0,
273265071,,,,2,7.0,60.0,55000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
246751579,,Косметический,Во двор,3,9.0,73.9,55000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274253889,наземная,Дизайнерский,Во двор,2,19.0,44.0,55000.0,1,Срок аренды - Длительный,,,,1.0,1.0
268658168,,Евроремонт,,2,17.0,58.5,55000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,1.0
262266910,наземная,Евроремонт,Во двор,3,12.0,57.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
273149975,подземная,,,2,6.0,44.0,59000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
273664561,,,На улицу и двор,3,4.0,65.0,60000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
271439027,подземная,Евроремонт,Во двор,1,5.0,43.0,60000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
274455750,,Евроремонт,Во двор,2,10.0,45.0,65000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
273925200,подземная,,,2,7.0,42.0,65000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
265006357,наземная,Дизайнерский,Во двор,2,15.0,54.0,67000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274284988,,Дизайнерский,Во двор,1,6.0,49.0,70000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274982115,подземная,Дизайнерский,На улицу,2,6.0,44.0,75000.0,1,Срок аренды - Длительный,4.0,,,1.0,
272954169,,Евроремонт,На улицу,2,5.0,58.0,77000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274039373,подземная,,Во двор,2,8.0,46.7,90000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
264838504,наземная,Косметический,,,17.0,15.0,34000.0,1,Срок аренды - На несколько месяцев,1.0,,,,
